date,county,maxtempF,mintempF,avgtempF,totalSnow,humid,wind,precip,q_avgtempF,q_avghumid,q_sumprecip,sunHour,FIRE_NAME,CAUSE,lat,long,GIS_ACRES
2008-07,Santa Barbara County,89.12903225806451,59.70967741935484,80.54838709677419,0.0,41.45161290322581,7.354838709677419,0.0,72.93763440860215,34.079569892473124,0.01,13.164516129032268,no_fire,0.0,34.539999999999985,-120.03999999999998,0.0
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,SERPENTINE,1.0,38.17999999999999,-120.55999999999996,176.7634
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,POOL 2 - MAIN ,10.0,38.17999999999999,-120.55999999999996,73.444778
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,FRENCH,14.0,38.17999999999999,-120.55999999999996,101.07415
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,EVANS,6.0,38.17999999999999,-120.55999999999996,103.96805
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,WILMS,7.0,38.17999999999999,-120.55999999999996,56.54908
2008-07,Calaveras County,96.41935483870968,51.29032258064516,87.03225806451613,0.0,33.58064516129032,5.387096774193548,0.0,65.21720430107528,38.43440860215053,0.0680645161290322,14.022580645161293,SONORA,7.0,38.17999999999999,-120.55999999999996,68.53685
2008-07,Ventura County,78.61290322580645,61.354838709677416,73.19354838709677,0.0,41.54838709677419,5.483870967741935,0.0032258064516129,54.72724014336918,49.20250896057348,0.2347311827956988,13.551612903225816,no_fire,0.0,34.36,-119.13000000000008,0.0
2008-07,Los Angeles County,87.58064516129032,59.064516129032256,79.25806451612904,0.0,51.80645161290322,4.774193548387097,0.0064516129032258,42.467025089605734,62.71433691756272,0.44086021505376327,13.96451612903226,BLUFF,16.0,34.20000000000002,-118.2600000000001,0.29845303
2008-07,Los Angeles County,87.58064516129032,59.064516129032256,79.25806451612904,0.0,51.80645161290322,4.774193548387097,0.0064516129032258,42.467025089605734,62.71433691756272,0.44086021505376327,13.96451612903226,MALIBU,15.0,34.20000000000002,-118.2600000000001,50.82349
2008-07,Sonoma County,76.64516129032258,57.064516129032256,71.16129032258064,0.0,57.516129032258064,9.709677419354838,0.0,35.53154121863799,76.05842293906811,0.5086021505376344,13.000000000000009,no_fire,0.0,38.52999999999998,-122.92999999999996,0.0
2008-07,Kings County,104.70967741935485,66.09677419354838,92.96774193548389,0.0,25.387096774193548,5.032258064516129,0.0,32.006144393241165,83.64016897081414,0.7097926267281105,13.738709677419362,no_fire,0.0,36.070000000000014,-119.82000000000004,0.0
2008-07,San Diego County,88.51612903225806,59.25806451612903,80.06451612903226,0.0,51.16129032258065,4.612903225806452,0.0064516129032258,34.25345622119816,86.03801843317973,0.7807603686635944,14.064516129032254,YANKEE,9.0,33.01999999999999,-116.78000000000009,176.94374
2008-07,Placer County,87.83870967741936,56.12903225806452,79.03225806451613,0.0,34.483870967741936,5.709677419354839,0.0,38.68392217101894,78.23586789554533,0.751620583717358,14.2,no_fire,0.0,39.05999999999997,-120.71999999999991,0.0
2008-07,San Francisco County,67.61290322580645,57.70967741935484,64.7741935483871,0.0,70.25806451612904,9.935483870967742,0.0,48.12939068100358,66.62795698924731,0.4837634408602149,12.62580645161291,no_fire,0.0,37.73000000000001,-123.03000000000009,0.0
2008-07,Marin County,67.61290322580645,57.70967741935484,64.7741935483871,0.0,70.25806451612904,9.935483870967742,0.0,56.98673835125448,57.60716845878136,0.2599999999999998,12.903225806451625,BOLIANS COAST GUARD,14.0,38.049999999999976,-122.75,4.6494093
2008-07,Mariposa County,78.51612903225806,54.483870967741936,72.7741935483871,0.0,28.548387096774192,5.935483870967742,0.0064516129032258,67.30896057347671,46.58136200716846,0.1633333333333332,14.112903225806456,TELEGRAPH,9.0,37.570000000000014,-119.90999999999995,34083.801
2008-07,Mariposa County,78.51612903225806,54.483870967741936,72.7741935483871,0.0,28.548387096774192,5.935483870967742,0.0064516129032258,67.30896057347671,46.58136200716846,0.1633333333333332,14.112903225806456,ROMERO,10.0,37.570000000000014,-119.90999999999995,766.04382
2008-07,Mariposa County,78.51612903225806,54.483870967741936,72.7741935483871,0.0,28.548387096774192,5.935483870967742,0.0064516129032258,67.30896057347671,46.58136200716846,0.1633333333333332,14.112903225806456,COTTONWOOD,10.0,37.570000000000014,-119.90999999999995,796.5697
2008-07,Mariposa County,78.51612903225806,54.483870967741936,72.7741935483871,0.0,28.548387096774192,5.935483870967742,0.0064516129032258,67.30896057347671,46.58136200716846,0.1633333333333332,14.112903225806456,HILL,1.0,37.570000000000014,-119.90999999999995,12.42034
2008-07,Lassen County,84.6774193548387,49.25806451612903,76.41935483870968,0.0,30.258064516129032,5.67741935483871,0.0,70.9326164874552,40.764157706093194,0.0762365591397849,14.5,no_fire,0.0,40.72000000000002,-120.63000000000008,0.0
2008-07,Napa County,89.45161290322581,54.903225806451616,79.3225806451613,0.0,48.516129032258064,6.451612903225806,0.0,72.47706093189964,34.197491039426524,0.019569892473118203,13.27741935483872,no_fire,0.0,38.51,-122.32999999999996,0.0
2008-07,Shasta County,93.83870967741936,55.45161290322581,84.35483870967742,0.0,36.0,6.096774193548387,0.0,63.30501792114695,43.606093189964156,0.1453763440860214,14.025806451612906,MASSACRE,1.0,40.76,-122.03999999999998,17.4046
2008-07,Monterey County,93.83870967741936,56.064516129032256,82.54838709677419,0.0,38.12903225806452,5.419354838709677,0.0,52.583512544802865,50.949462365591394,0.2058064516129031,12.993548387096782,no_fire,0.0,36.24,-121.32000000000004,0.0
2008-07,Trinity County,82.74193548387096,51.45161290322581,74.58064516129032,0.0,48.03225806451613,5.516129032258065,0.0,39.11720430107527,68.20358422939067,0.4120430107526881,13.529032258064523,SAND FLAT,1.0,40.650000000000006,-123.11000000000004,31.177931
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,LOST PIPE,1.0,39.42999999999999,-123.44000000000004,1187.171
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,LOW GAP,1.0,39.42999999999999,-123.44000000000004,1347.4325
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,BRUSHY 4,1.0,39.42999999999999,-123.44000000000004,181.14537
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,JACK SMITH,1.0,39.42999999999999,-123.44000000000004,1537.7343
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,ORR SERIES,1.0,39.42999999999999,-123.44000000000004,3416.3389
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,JAMESON,1.0,39.42999999999999,-123.44000000000004,879.78223
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,BUTCH,1.0,39.42999999999999,-123.44000000000004,2367.2373
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,TRAVIS 1,1.0,39.42999999999999,-123.44000000000004,1171.2313
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,BURGER CREEK,1.0,39.42999999999999,-123.44000000000004,451.64163
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,BLUE SLIDE 1,1.0,39.42999999999999,-123.44000000000004,186.12723
2008-07,Mendocino County,83.3225806451613,57.29032258064516,75.7741935483871,0.0,49.64516129032258,7.741935483870968,0.0,33.21397849462365,79.92401433691757,0.615268817204301,13.090322580645172,TRAVIS 3,1.0,39.42999999999999,-123.44000000000004,24.538754
